"well","value","type","plate","replicate","pct_effect"
"1","J1",1707.5167,"0.2ng/ml IL15","7","b",5.12024825446082
"2","K1",8035.8835,"10ng/ml IL15","7","b",100.232738557021
"3","M1",1310.0581,"0.2ng/ml IL15","7","b",-0.853374709076804
"4","N1",8500.4455,"10ng/ml IL15","7","b",107.214895267649
"5","J2",1320.3817,"0.2ng/ml IL15","7","b",-0.698215671062841
"6","K2",7648.7485,"10ng/ml IL15","7","b",94.4142746314973
"7","M2",1129.3951,"0.2ng/ml IL15","7","b",-3.56865787432118
"8","N2",7896.5149,"10ng/ml IL15","7","b",98.1380915438324
"9","A3",1712.6785,"drug","7","b",5.1978277734678
"10","B3",1222.3075,"drug","7","b",-2.1722265321955
"11","C3",1103.5861,"drug","7","b",-3.95655546935609
"12","D3",974.5411,"drug","7","b",-5.89604344453064
"13","E3",1170.6895,"drug","7","b",-2.94802172226532
"14","F3",1062.2917,"drug","7","b",-4.57719162141195
"15","G3",1098.4243,"drug","7","b",-4.03413498836307
"16","H3",1150.0423,"drug","7","b",-3.25833979829325
"17","I3",922.9231,"drug","7","b",-6.67183863460047
"18","J3",1191.3367,"drug","7","b",-2.63770364623739
"19","K3",1258.4401,"drug","7","b",-1.62916989914662
"20","L3",809.3635,"drug","7","b",-8.37858805275407
"21","M3",1186.1749,"drug","7","b",-2.71528316524438
"22","N3",969.3793,"drug","7","b",-5.97362296353763
"23","O3",876.4669,"drug","7","b",-7.3700543056633
"24","P3",1371.9997,"drug","7","b",0.0775795190069834
"25","A4",1552.6627,"drug","7","b",2.79286268425136
"26","B4",974.5411,"drug","7","b",-5.89604344453064
"27","C4",1046.8063,"drug","7","b",-4.80993017843289
"28","D4",788.7163,"drug","7","b",-8.688906128782
"29","E4",1144.8805,"drug","7","b",-3.33591931730023
"30","F4",922.9231,"drug","7","b",-6.67183863460047
"31","G4",979.7029,"drug","7","b",-5.81846392552366
"32","H4",1098.4243,"drug","7","b",-4.03413498836307
"33","I4",1093.2625,"drug","7","b",-4.11171450737005
"34","J4",938.4085,"drug","7","b",-6.43910007757952
"35","K4",969.3793,"drug","7","b",-5.97362296353763
"36","L4",1031.3209,"drug","7","b",-5.04266873545384
"37","M4",891.9523,"drug","7","b",-7.13731574864236
"38","N4",1062.2917,"drug","7","b",-4.57719162141195
"39","O4",907.4377,"drug","7","b",-6.90457719162141
"40","P4",1077.7771,"drug","7","b",-4.344453064391
"41","A5",1279.0873,"drug","7","b",-1.3188518231187
"42","B5",1082.9389,"drug","7","b",-4.26687354538402
"43","C5",1098.4243,"drug","7","b",-4.03413498836307
"44","D5",1119.0715,"drug","7","b",-3.72381691233514
"45","E5",969.3793,"drug","7","b",-5.97362296353763
"46","F5",959.0557,"drug","7","b",-6.12878200155159
"47","G5",1237.7929,"drug","7","b",-1.93948797517456
"48","H5",984.8647,"drug","7","b",-5.74088440651668
"49","I5",948.7321,"drug","7","b",-6.28394103956555
"50","J5",943.5703,"drug","7","b",-6.36152055857254
"51","K5",984.8647,"drug","7","b",-5.74088440651668
"52","L5",1134.5569,"drug","7","b",-3.4910783553142
"53","M5",1093.2625,"drug","7","b",-4.11171450737005
"54","N5",1031.3209,"drug","7","b",-5.04266873545384
"55","O5",876.4669,"drug","7","b",-7.3700543056633
"56","P5",1211.9839,"drug","7","b",-2.32738557020947
"57","A6",1423.6177,"drug","7","b",0.853374709076804
"58","B6",1196.4985,"drug","7","b",-2.56012412723041
"59","C6",1320.3817,"drug","7","b",-0.698215671062841
"60","D6",1015.8355,"drug","7","b",-5.27540729247479
"61","E6",494.4937,"drug","7","b",-13.11093871218
"62","F6",1361.6761,"drug","7","b",-0.0775795190069834
"63","G6",1490.7211,"drug","7","b",1.86190845616757
"64","H6",891.9523,"drug","7","b",-7.13731574864236
"65","I6",902.2759,"drug","7","b",-6.98215671062839
"66","J6",990.0265,"drug","7","b",-5.6633048875097
"67","K6",1010.6737,"drug","7","b",-5.35298681148177
"68","L6",835.1725,"drug","7","b",-7.99069045771916
"69","M6",1015.8355,"drug","7","b",-5.27540729247479
"70","N6",1227.4693,"drug","7","b",-2.09464701318852
"71","O6",788.7163,"drug","7","b",-8.688906128782
"72","P6",1418.4559,"drug","7","b",0.775795190069821
"73","A7",1392.6469,"drug","7","b",0.38789759503491
"74","B7",1165.5277,"drug","7","b",-3.0256012412723
"75","C7",1041.6445,"drug","7","b",-4.88750969743987
"76","D7",1227.4693,"drug","7","b",-2.09464701318852
"77","E7",762.9073,"drug","7","b",-9.07680372381691
"78","F7",824.8489,"drug","7","b",-8.14584949573313
"79","G7",979.7029,"drug","7","b",-5.81846392552366
"80","H7",731.9365,"drug","7","b",-9.5422808378588
"81","I7",1552.6627,"drug","7","b",2.79286268425136
"82","J7",1010.6737,"drug","7","b",-5.35298681148177
"83","K7",948.7321,"drug","7","b",-6.28394103956555
"84","L7",943.5703,"drug","7","b",-6.36152055857254
"85","M7",1253.2783,"drug","7","b",-1.70674941815361
"86","N7",1253.2783,"drug","7","b",-1.70674941815361
"87","O7",891.9523,"drug","7","b",-7.13731574864236
"88","P7",1532.0155,"drug","7","b",2.48254460822343
"89","A8",1237.7929,"drug","7","b",-1.93948797517456
"90","B8",1098.4243,"drug","7","b",-4.03413498836307
"91","C8",1196.4985,"drug","7","b",-2.56012412723041
"92","D8",995.1883,"drug","7","b",-5.58572536850271
"93","E8",1186.1749,"drug","7","b",-2.71528316524438
"94","F8",1072.6153,"drug","7","b",-4.42203258339798
"95","G8",793.8781,"drug","7","b",-8.61132660977502
"96","H8",1020.9973,"drug","7","b",-5.1978277734678
"97","I8",2734.7149,"drug","7","b",20.5585725368503
"98","J8",1098.4243,"drug","7","b",-4.03413498836307
"99","K8",902.2759,"drug","7","b",-6.98215671062839
"100","L8",897.1141,"drug","7","b",-7.05973622963538
"101","M8",2130.7843,"drug","7","b",11.4817688130334
"102","N8",1712.6785,"drug","7","b",5.1978277734678
"103","O8",1041.6445,"drug","7","b",-4.88750969743987
"104","P8",1170.6895,"drug","7","b",-2.94802172226532
"105","A9",1521.6919,"drug","7","b",2.32738557020947
"106","B9",1299.7345,"drug","7","b",-1.00853374709077
"107","C9",1222.3075,"drug","7","b",-2.1722265321955
"108","D9",1119.0715,"drug","7","b",-3.72381691233514
"109","E9",1341.0289,"drug","7","b",-0.38789759503491
"110","F9",1082.9389,"drug","7","b",-4.26687354538402
"111","G9",1175.8513,"drug","7","b",-2.87044220325834
"112","H9",788.7163,"drug","7","b",-8.688906128782
"113","I9",824.8489,"drug","7","b",-8.14584949573313
"114","J9",1000.3501,"drug","7","b",-5.50814584949573
"115","K9",1124.2333,"drug","7","b",-3.64623739332816
"116","L9",1010.6737,"drug","7","b",-5.35298681148177
"117","M9",1041.6445,"drug","7","b",-4.88750969743987
"118","N9",1155.2041,"drug","7","b",-3.18076027928627
"119","O9",1093.2625,"drug","7","b",-4.11171450737005
"120","P9",1439.1031,"drug","7","b",1.08611326609775
"121","A10",1599.1189,"drug","7","b",3.4910783553142
"122","B10",1196.4985,"drug","7","b",-2.56012412723041
"123","C10",1723.0021,"drug","7","b",5.35298681148177
"124","D10",1258.4401,"drug","7","b",-1.62916989914662
"125","E10",1103.5861,"drug","7","b",-3.95655546935609
"126","F10",1072.6153,"drug","7","b",-4.42203258339798
"127","G10",1046.8063,"drug","7","b",-4.80993017843289
"128","H10",778.3927,"drug","7","b",-8.84406516679597
"129","I10",953.8939,"drug","7","b",-6.20636152055857
"130","J10",850.6579,"drug","7","b",-7.75795190069821
"131","K10",1521.6919,"drug","7","b",2.32738557020947
"132","L10",1103.5861,"drug","7","b",-3.95655546935609
"133","M10",1020.9973,"drug","7","b",-5.1978277734678
"134","N10",1015.8355,"drug","7","b",-5.27540729247479
"135","O10",1046.8063,"drug","7","b",-4.80993017843289
"136","P10",1444.2649,"drug","7","b",1.16369278510473
"137","A11",1681.7077,"drug","7","b",4.73235065942591
"138","B11",1020.9973,"drug","7","b",-5.1978277734678
"139","C11",990.0265,"drug","7","b",-5.6633048875097
"140","D11",1067.4535,"drug","7","b",-4.49961210240496
"141","E11",943.5703,"drug","7","b",-6.36152055857254
"142","F11",912.5995,"drug","7","b",-6.82699767261443
"143","G11",799.0399,"drug","7","b",-8.53374709076804
"144","H11",644.1859,"drug","7","b",-10.8611326609775
"145","I11",984.8647,"drug","7","b",-5.74088440651668
"146","J11",1341.0289,"drug","7","b",-0.38789759503491
"147","K11",788.7163,"drug","7","b",-8.688906128782
"148","L11",964.2175,"drug","7","b",-6.05120248254461
"149","M11",1175.8513,"drug","7","b",-2.87044220325834
"150","N11",1753.9729,"drug","7","b",5.81846392552366
"151","O11",1093.2625,"drug","7","b",-4.11171450737005
"152","P11",1382.3233,"drug","7","b",0.232738557020947
"153","A12",1913.9887,"drug","7","b",8.22342901474011
"154","B12",597.7297,"drug","7","b",-11.5593483320403
"155","C12",871.3051,"drug","7","b",-7.44763382467029
"156","D12",866.1433,"drug","7","b",-7.52521334367727
"157","E12",850.6579,"drug","7","b",-7.75795190069821
"158","F12",933.2467,"drug","7","b",-6.5166795965865
"159","G12",855.8197,"drug","7","b",-7.68037238169123
"160","H12",1206.8221,"drug","7","b",-2.40496508921645
"161","I12",907.4377,"drug","7","b",-6.90457719162141
"162","J12",716.4511,"drug","7","b",-9.77501939487975
"163","K12",850.6579,"drug","7","b",-7.75795190069821
"164","L12",871.3051,"drug","7","b",-7.44763382467029
"165","M12",1088.1007,"drug","7","b",-4.18929402637704
"166","N12",1356.5143,"drug","7","b",-0.155159038013963
"167","O12",773.2309,"drug","7","b",-8.92164468580295
"168","P12",1480.3975,"drug","7","b",1.70674941815361
"169","A13",1557.8245,"drug","7","b",2.87044220325834
"170","B13",1191.3367,"drug","7","b",-2.63770364623739
"171","C13",1165.5277,"drug","7","b",-3.0256012412723
"172","D13",479.0083,"drug","7","b",-13.3436772692009
"173","E13",809.3635,"drug","7","b",-8.37858805275407
"174","F13",737.0983,"drug","7","b",-9.46470131885182
"175","G13",933.2467,"drug","7","b",-6.5166795965865
"176","H13",897.1141,"drug","7","b",-7.05973622963538
"177","I13",933.2467,"drug","7","b",-6.5166795965865
"178","J13",721.6129,"drug","7","b",-9.69743987587277
"179","K13",928.0849,"drug","7","b",-6.59425911559348
"180","L13",984.8647,"drug","7","b",-5.74088440651668
"181","M13",814.5253,"drug","7","b",-8.30100853374709
"182","N13",907.4377,"drug","7","b",-6.90457719162141
"183","O13",1113.9097,"drug","7","b",-3.80139643134213
"184","P13",1433.9413,"drug","7","b",1.00853374709077
"185","A14",2538.5665,"drug","7","b",17.610550814585
"186","B14",1196.4985,"drug","7","b",-2.56012412723041
"187","C14",1485.5593,"drug","7","b",1.78432893716059
"188","D14",876.4669,"drug","7","b",-7.3700543056633
"189","E14",711.2893,"drug","7","b",-9.85259891388673
