"well","value","type","plate","replicate","pct_effect"
"1","J1",1918.6659,"0.2ng/ml IL15","10","b",3.28473564025997
"2","K1",11891.5911,"10ng/ml IL15","10","b",107.553135429475
"3","M1",1696.896,"0.2ng/ml IL15","10","b",0.96609871772352
"4","N1",10937.3085,"10ng/ml IL15","10","b",97.5759704900755
"5","J2",1542.3291,"0.2ng/ml IL15","10","b",-0.649920955559459
"6","K2",12126.8016,"10ng/ml IL15","10","b",110.012295801862
"7","M2",1260.0765,"0.2ng/ml IL15","10","b",-3.60091340242403
"8","N2",9720.9342,"10ng/ml IL15","10","b",84.8585982785877
"9","A3",2006.0298,"drug","10","b",4.19813806428948
"10","B3",2079.9531,"drug","10","b",4.9710170384683
"11","C3",1441.5246,"drug","10","b",-1.70384682943966
"12","D3",1784.2599,"drug","10","b",1.87950114175303
"13","E3",1495.287,"drug","10","b",-1.14175303003689
"14","F3",1864.9035,"drug","10","b",2.72264184085719
"15","G3",2012.7501,"drug","10","b",4.26839978921483
"16","H3",1596.0915,"drug","10","b",-0.087827156156683
"17","I3",1192.8735,"drug","10","b",-4.3035306516775
"18","J3",1313.8389,"drug","10","b",-3.03881960302125
"19","K3",426.7593,"drug","10","b",-12.313367293167
"20","L3",910.6209,"drug","10","b",-7.25452309854207
"21","M3",675.4104,"drug","10","b",-9.71368347092921
"22","N3",1152.5517,"drug","10","b",-4.72510100122958
"23","O3",997.9848,"drug","10","b",-6.34112067451256
"24","P3",1522.1682,"drug","10","b",-0.860706130335498
"25","A4",2671.3395,"drug","10","b",11.1540488318988
"26","B4",1784.2599,"drug","10","b",1.87950114175303
"27","C4",1636.4133,"drug","10","b",0.333743193395398
"28","D4",1838.0223,"drug","10","b",2.44159494115581
"29","E4",756.054,"drug","10","b",-8.87054277182505
"30","F4",1179.4329,"drug","10","b",-4.44405410152819
"31","G4",1508.7276,"drug","10","b",-1.00122958018619
"32","H4",1145.8314,"drug","10","b",-4.79536272615493
"33","I4",1192.8735,"drug","10","b",-4.3035306516775
"34","J4",1118.9502,"drug","10","b",-5.07640962585631
"35","K4",1004.7051,"drug","10","b",-6.27085894958721
"36","L4",1112.2299,"drug","10","b",-5.14667135078166
"37","M4",1690.1757,"drug","10","b",0.895836992798174
"38","N4",1132.3908,"drug","10","b",-4.93588617600562
"39","O4",1454.9652,"drug","10","b",-1.56332337958897
"40","P4",1622.9727,"drug","10","b",0.193219743544705
"41","A5",1925.3862,"drug","10","b",3.35499736518532
"42","B5",1851.4629,"drug","10","b",2.5821183910065
"43","C5",1320.5592,"drug","10","b",-2.96855787809591
"44","D5",1616.2524,"drug","10","b",0.122958018619359
"45","E5",1622.9727,"drug","10","b",0.193219743544705
"46","F5",1481.8464,"drug","10","b",-1.28227647988758
"47","G5",1636.4133,"drug","10","b",0.333743193395398
"48","H5",1387.7622,"drug","10","b",-2.26594062884244
"49","I5",823.257,"drug","10","b",-8.16792552257158
"50","J5",1360.881,"drug","10","b",-2.54698752854382
"51","K5",1266.7968,"drug","10","b",-3.53065167749868
"52","L5",1394.4825,"drug","10","b",-2.19567890391709
"53","M5",1300.3983,"drug","10","b",-3.17934305287195
"54","N5",1535.6088,"drug","10","b",-0.720182680484805
"55","O5",1414.6434,"drug","10","b",-1.98489372914105
"56","P5",2019.4704,"drug","10","b",4.33866151414017
"57","A6",1898.505,"drug","10","b",3.07395046548393
"58","B6",1804.4208,"drug","10","b",2.09028631652907
"59","C6",1213.0344,"drug","10","b",-4.09274547690146
"60","D6",2503.332,"drug","10","b",9.39750570876515
"61","E6",1226.475,"drug","10","b",-3.95222202705076
"62","F6",1676.7351,"drug","10","b",0.755313542947481
"63","G6",1273.5171,"drug","10","b",-3.46038995257333
"64","H6",1085.3487,"drug","10","b",-5.42771825048305
"65","I6",1105.5096,"drug","10","b",-5.21693307570701
"66","J6",1233.1953,"drug","10","b",-3.88196030212542
"67","K6",1112.2299,"drug","10","b",-5.14667135078166
"68","L6",1555.7697,"drug","10","b",-0.509397505708764
"69","M6",1213.0344,"drug","10","b",-4.09274547690146
"70","N6",1549.0494,"drug","10","b",-0.57965923063411
"71","O6",843.4179,"drug","10","b",-7.95714034779554
"72","P6",1407.9231,"drug","10","b",-2.0551554540664
"73","A7",2436.129,"drug","10","b",8.69488845951168
"74","B7",1871.6238,"drug","10","b",2.79290356578254
"75","C7",1381.0419,"drug","10","b",-2.33620235376778
"76","D7",1488.5667,"drug","10","b",-1.21201475496223
"77","E7",1152.5517,"drug","10","b",-4.72510100122958
"78","F7",1085.3487,"drug","10","b",-5.42771825048305
"79","G7",1172.7126,"drug","10","b",-4.51431582645354
"80","H7",1266.7968,"drug","10","b",-3.53065167749868
"81","I7",1273.5171,"drug","10","b",-3.46038995257333
"82","J7",1051.7472,"drug","10","b",-5.77902687510978
"83","K7",1213.0344,"drug","10","b",-4.09274547690146
"84","L7",1387.7622,"drug","10","b",-2.26594062884244
"85","M7",1428.084,"drug","10","b",-1.84437027929036
"86","N7",1549.0494,"drug","10","b",-0.57965923063411
"87","O7",1320.5592,"drug","10","b",-2.96855787809591
"88","P7",1535.6088,"drug","10","b",-0.720182680484805
"89","A8",2174.0373,"drug","10","b",5.95468118742315
"90","B8",1817.8614,"drug","10","b",2.23080976637977
"91","C8",1683.4554,"drug","10","b",0.825575267872828
"92","D8",1730.4975,"drug","10","b",1.31740734235025
"93","E8",1481.8464,"drug","10","b",-1.28227647988758
"94","F8",1105.5096,"drug","10","b",-5.21693307570701
"95","G8",1401.2028,"drug","10","b",-2.12541717899174
"96","H8",1347.4404,"drug","10","b",-2.68751097839452
"97","I8",1092.069,"drug","10","b",-5.3574565255577
"98","J8",1273.5171,"drug","10","b",-3.46038995257333
"99","K8",1320.5592,"drug","10","b",-2.96855787809591
"100","L8",1434.8043,"drug","10","b",-1.77410855436501
"101","M8",1387.7622,"drug","10","b",-2.26594062884244
"102","N8",1421.3637,"drug","10","b",-1.9146320042157
"103","O8",1246.6359,"drug","10","b",-3.74143685227472
"104","P8",1502.0073,"drug","10","b",-1.07149130511154
"105","A9",2106.8343,"drug","10","b",5.25206393816968
"106","B9",2106.8343,"drug","10","b",5.25206393816968
"107","C9",1575.9306,"drug","10","b",-0.298612330932725
"108","D9",1206.3141,"drug","10","b",-4.1630072018268
"109","E9",1273.5171,"drug","10","b",-3.46038995257333
"110","F9",1374.3216,"drug","10","b",-2.40646407869313
"111","G9",1246.6359,"drug","10","b",-3.74143685227472
"112","H9",1381.0419,"drug","10","b",-2.33620235376778
"113","I9",1078.6284,"drug","10","b",-5.49797997540839
"114","J9",1051.7472,"drug","10","b",-5.77902687510978
"115","K9",1320.5592,"drug","10","b",-2.96855787809591
"116","L9",1293.678,"drug","10","b",-3.24960477779729
"117","M9",1226.475,"drug","10","b",-3.95222202705076
"118","N9",1670.0148,"drug","10","b",0.685051818022132
"119","O9",1542.3291,"drug","10","b",-0.649920955559459
"120","P9",1602.8118,"drug","10","b",-0.0175654312313366
"121","A10",2120.2749,"drug","10","b",5.39258738802038
"122","B10",1932.1065,"drug","10","b",3.42525909011066
"123","C10",1589.3712,"drug","10","b",-0.158088881082029
"124","D10",1293.678,"drug","10","b",-3.24960477779729
"125","E10",1085.3487,"drug","10","b",-5.42771825048305
"126","F10",1441.5246,"drug","10","b",-1.70384682943966
"127","G10",1239.9156,"drug","10","b",-3.81169857720007
"128","H10",1219.7547,"drug","10","b",-4.02248375197611
"129","I10",1246.6359,"drug","10","b",-3.74143685227472
"130","J10",1159.272,"drug","10","b",-4.65483927630423
"131","K10",1340.7201,"drug","10","b",-2.75777270331987
"132","L10",1569.2103,"drug","10","b",-0.368874055858071
"133","M10",1461.6855,"drug","10","b",-1.49306165466362
"134","N10",1797.7005,"drug","10","b",2.02002459160372
"135","O10",1428.084,"drug","10","b",-1.84437027929036
"136","P10",2362.2057,"drug","10","b",7.92200948533286
"137","A11",2180.7576,"drug","10","b",6.0249429123485
"138","B11",1770.8193,"drug","10","b",1.73897769190234
"139","C11",1683.4554,"drug","10","b",0.825575267872828
"140","D11",1152.5517,"drug","10","b",-4.72510100122958
"141","E11",1213.0344,"drug","10","b",-4.09274547690146
"142","F11",1307.1186,"drug","10","b",-3.1090813279466
"143","G11",890.46,"drug","10","b",-7.46530827331811
"144","H11",1085.3487,"drug","10","b",-5.42771825048305
"145","I11",1428.084,"drug","10","b",-1.84437027929036
"146","J11",1307.1186,"drug","10","b",-3.1090813279466
"147","K11",1381.0419,"drug","10","b",-2.33620235376778
"148","L11",816.5367,"drug","10","b",-8.23818724749693
"149","M11",1616.2524,"drug","10","b",0.122958018619359
"150","N11",1528.8885,"drug","10","b",-0.790444405410152
"151","O11",1784.2599,"drug","10","b",1.87950114175303
"152","P11",1932.1065,"drug","10","b",3.42525909011066
"153","A12",3309.768,"drug","10","b",17.8289126998068
"154","B12",2174.0373,"drug","10","b",5.95468118742315
"155","C12",1246.6359,"drug","10","b",-3.74143685227472
"156","D12",1132.3908,"drug","10","b",-4.93588617600562
"157","E12",1260.0765,"drug","10","b",-3.60091340242403
"158","F12",850.1382,"drug","10","b",-7.88687862287019
"159","G12",1367.6013,"drug","10","b",-2.47672580361848
"160","H12",883.7397,"drug","10","b",-7.53556999824346
"161","I12",1179.4329,"drug","10","b",-4.44405410152819
"162","J12",1145.8314,"drug","10","b",-4.79536272615493
"163","K12",1233.1953,"drug","10","b",-3.88196030212542
"164","L12",1381.0419,"drug","10","b",-2.33620235376778
"165","M12",1300.3983,"drug","10","b",-3.17934305287195
"166","N12",1898.505,"drug","10","b",3.07395046548393
"167","O12",1549.0494,"drug","10","b",-0.57965923063411
"168","P12",2126.9952,"drug","10","b",5.46284911294572
"169","A13",2200.9185,"drug","10","b",6.23572808712454
"170","B13",1858.1832,"drug","10","b",2.65238011593185
"171","C13",1414.6434,"drug","10","b",-1.98489372914105
"172","D13",1441.5246,"drug","10","b",-1.70384682943966
"173","E13",1300.3983,"drug","10","b",-3.17934305287195
"174","F13",1159.272,"drug","10","b",-4.65483927630423
"175","G13",1051.7472,"drug","10","b",-5.77902687510978
"176","H13",977.8239,"drug","10","b",-6.5519058492886
"177","I13",930.7818,"drug","10","b",-7.04373792376603
"178","J13",1239.9156,"drug","10","b",-3.81169857720007
"179","K13",1360.881,"drug","10","b",-2.54698752854382
"180","L13",1307.1186,"drug","10","b",-3.1090813279466
"181","M13",1058.4675,"drug","10","b",-5.70876515018444
"182","N13",1421.3637,"drug","10","b",-1.9146320042157
"183","O13",1159.272,"drug","10","b",-4.65483927630423
"184","P13",1602.8118,"drug","10","b",-0.0175654312313366
"185","A14",2342.0448,"drug","10","b",7.71122431055683
"186","B14",2200.9185,"drug","10","b",6.23572808712454
"187","C14",1246.6359,"drug","10","b",-3.74143685227472
"188","D14",1300.3983,"drug","10","b",-3.17934305287195
"189","E14",1401.2028,"drug","10","b",-2.12541717899174
"190","F14",1118.9502,"drug","10","b",-5.07640962585631
"191","G14",856.8585,"drug","10","b",-7.81661689794484
"192","H14",856.8585,"drug","10","b",-7.81661689794484
"193","I14",1058.4675,"drug","10","b",-5.70876515018444
"194","J14",930.7818,"drug","10","b",-7.04373792376603
"195","K14",1286.9577,"drug","10","b",-3.31986650272264
"196","L14",1313.8389,"drug","10","b",-3.03881960302125
"197","M14",1273.5171,"drug","10","b",-3.46038995257333
"198","N14",1448.2449,"drug","10","b",-1.63358510451432
"199","O14",1219.7547,"drug","10","b",-4.02248375197611
"200","P14",1690.1757,"drug","10","b",0.895836992798174
"201","A15",2382.3666,"drug","10","b",8.1327946601089
"202","B15",1717.0569,"drug","10","b",1.17688389249956
"203","C15",1515.4479,"drug","10","b",-0.930967855260847
"204","D15",1367.6013,"drug","10","b",-2.47672580361848
"205","E15",1078.6284,"drug","10","b",-5.49797997540839
"206","F15",897.1803,"drug","10","b",-7.39504654839276
"207","G15",1058.4675,"drug","10","b",-5.70876515018444
"208","H15",1078.6284,"drug","10","b",-5.49797997540839
"209","I15",756.054,"drug","10","b",-8.87054277182505
"210","J15",1112.2299,"drug","10","b",-5.14667135078166
"211","K15",1300.3983,"drug","10","b",-3.17934305287195
"212","L15",1441.5246,"drug","10","b",-1.70384682943966
"213","M15",1811.1411,"drug","10","b",2.16054804145442
"214","N15",1313.8389,"drug","10","b",-3.03881960302125
"215","O15",1515.4479,"drug","10","b",-0.930967855260847
"216","P15",1717.0569,"drug","10","b",1.17688389249956
"217","A16",1911.9456,"drug","10","b",3.21447391533462
"218","B16",2247.9606,"drug","10","b",6.72756016160197
"219","C16",1481.8464,"drug","10","b",-1.28227647988758
"220","D16",1327.2795,"drug","10","b",-2.89829615317056
"221","E16",1085.3487,"drug","10","b",-5.42771825048305
"222","F16",863.5788,"drug","10","b",-7.7463551730195
"223","G16",910.6209,"drug","10","b",-7.25452309854207
"224","H16",991.2645,"drug","10","b",-6.41138239943791
"225","I16",1112.2299,"drug","10","b",-5.14667135078166
"226","J16",1253.3562,"drug","10","b",-3.67117512734938
"227","K16",1065.1878,"drug","10","b",-5.63850342525909
"228","L16",1219.7547,"drug","10","b",-4.02248375197611
"229","M16",1737.2178,"drug","10","b",1.3876690672756
"230","N16",2046.3516,"drug","10","b",4.61970841384156
"231","O16",1313.8389,"drug","10","b",-3.03881960302125
"232","P16",1663.2945,"drug","10","b",0.614790093096786
"233","A17",1858.1832,"drug","10","b",2.65238011593185
"234","B17",1764.099,"drug","10","b",1.66871596697699
"235","C17",1454.9652,"drug","10","b",-1.56332337958897
"236","D17",1253.3562,"drug","10","b",-3.67117512734938
"237","E17",1542.3291,"drug","10","b",-0.649920955559459
"238","F17",1629.693,"drug","10","b",0.263481468470051
"239","G17",1764.099,"drug","10","b",1.66871596697699
"240","H17",1260.0765,"drug","10","b",-3.60091340242403
"241","I17",1051.7472,"drug","10","b",-5.77902687510978
"242","J17",1206.3141,"drug","10","b",-4.1630072018268
"243","K17",1118.9502,"drug","10","b",-5.07640962585631
"244","L17",1233.1953,"drug","10","b",-3.88196030212542
"245","M17",1522.1682,"drug","10","b",-0.860706130335498
"246","N17",1690.1757,"drug","10","b",0.895836992798174
"247","O17",1125.6705,"drug","10","b",-5.00614790093097
"248","P17",1233.1953,"drug","10","b",-3.88196030212542
"249","A18",2550.3741,"drug","10","b",9.88933778324258
"250","B18",2066.5125,"drug","10","b",4.8304935886176
"251","C18",1549.0494,"drug","10","b",-0.57965923063411
"252","D18",1199.5938,"drug","10","b",-4.23326892675215
"253","E18",971.1036,"drug","10","b",-6.62216757421395
"254","F18",1172.7126,"drug","10","b",-4.51431582645354
"255","G18",1085.3487,"drug","10","b",-5.42771825048305
"256","H18",957.663,"drug","10","b",-6.76269102406464
"257","I18",1112.2299,"drug","10","b",-5.14667135078166
"258","J18",1407.9231,"drug","10","b",-2.0551554540664
"259","K18",1011.4254,"drug","10","b",-6.20059722466187
"260","L18",1273.5171,"drug","10","b",-3.46038995257333
"261","M18",1159.272,"drug","10","b",-4.65483927630423
"262","N18",1246.6359,"drug","10","b",-3.74143685227472
"263","O18",1098.7893,"drug","10","b",-5.28719480063236
"264","P18",1985.8689,"drug","10","b",3.98735288951344
"265","A19",2409.2478,"drug","10","b",8.4138415598103
"266","B19",2174.0373,"drug","10","b",5.95468118742315
"267","C19",1488.5667,"drug","10","b",-1.21201475496223
"268","D19",1266.7968,"drug","10","b",-3.53065167749868
"269","E19",1313.8389,"drug","10","b",-3.03881960302125
"270","F19",1475.1261,"drug","10","b",-1.35253820481293
"271","G19",1569.2103,"drug","10","b",-0.368874055858071
"272","H19",1165.9923,"drug","10","b",-4.58457755137889
"273","I19",1098.7893,"drug","10","b",-5.28719480063236
"274","J19",1562.49,"drug","10","b",-0.439135780783417
"275","K19",1320.5592,"drug","10","b",-2.96855787809591
"276","L19",836.6976,"drug","10","b",-8.02740207272089
"277","M19",1280.2374,"drug","10","b",-3.39012822764799
"278","N19",1374.3216,"drug","10","b",-2.40646407869313
"279","O19",1118.9502,"drug","10","b",-5.07640962585631
"280","P19",1811.1411,"drug","10","b",2.16054804145442
"281","A20",1407.9231,"drug","10","b",-2.0551554540664
"282","B20",1582.6509,"drug","10","b",-0.228350606007376
