"well","value","type","plate","replicate","pct_effect"
"1","J1",1364.8424,"0.2ng/ml IL15","2","b",0.919450919450919
"2","K1",18627.7384,"10ng/ml IL15","2","b",101.411551411551
"3","M1",1685.1848,"0.2ng/ml IL15","2","b",2.78425278425278
"4","N1",18921.3856,"10ng/ml IL15","2","b",103.120953120953
"5","J2",1088.992,"0.2ng/ml IL15","2","b",-0.686350686350687
"6","K2",18280.7008,"10ng/ml IL15","2","b",99.3913493913494
"7","M2",688.564,"0.2ng/ml IL15","2","b",-3.01735301735302
"8","N2",17711.2032,"10ng/ml IL15","2","b",96.0761460761461
"9","A3",2130.1048,"drug","2","b",5.37425537425537
"10","B3",1462.7248,"drug","2","b",1.48925148925149
"11","C3",1471.6232,"drug","2","b",1.54105154105154
"12","D3",937.7192,"drug","2","b",-1.56695156695157
"13","E3",1008.9064,"drug","2","b",-1.15255115255115
"14","F3",1249.1632,"drug","2","b",0.246050246050246
"15","G3",1213.5696,"drug","2","b",0.038850038850039
"16","H3",795.3448,"drug","2","b",-2.3957523957524
"17","I3",964.4144,"drug","2","b",-1.41155141155141
"18","J3",1249.1632,"drug","2","b",0.246050246050246
"19","K3",911.024,"drug","2","b",-1.72235172235172
"20","L3",741.9544,"drug","2","b",-2.70655270655271
"21","M3",911.024,"drug","2","b",-1.72235172235172
"22","N3",1160.1792,"drug","2","b",-0.271950271950272
"23","O3",795.3448,"drug","2","b",-2.3957523957524
"24","P3",1249.1632,"drug","2","b",0.246050246050246
"25","A4",1791.9656,"drug","2","b",3.40585340585341
"26","B4",768.6496,"drug","2","b",-2.55115255115255
"27","C4",759.7512,"drug","2","b",-2.6029526029526
"28","D4",697.4624,"drug","2","b",-2.96555296555297
"29","E4",626.2752,"drug","2","b",-3.37995337995338
"30","F4",555.088,"drug","2","b",-3.79435379435379
"31","G4",679.6656,"drug","2","b",-3.06915306915307
"32","H4",608.4784,"drug","2","b",-3.48355348355348
"33","I4",305.9328,"drug","2","b",-5.24475524475525
"34","J4",546.1896,"drug","2","b",-3.84615384615385
"35","K4",-14.4096,"drug","2","b",-7.10955710955711
"36","L4",857.6336,"drug","2","b",-2.03315203315203
"37","M4",866.532,"drug","2","b",-1.98135198135198
"38","N4",501.6976,"drug","2","b",-4.10515410515411
"39","O4",964.4144,"drug","2","b",-1.41155141155141
"40","P4",1213.5696,"drug","2","b",0.038850038850039
"41","A5",1391.5376,"drug","2","b",1.07485107485108
"42","B5",750.8528,"drug","2","b",-2.65475265475265
"43","C5",822.04,"drug","2","b",-2.24035224035224
"44","D5",617.3768,"drug","2","b",-3.43175343175343
"45","E5",617.3768,"drug","2","b",-3.43175343175343
"46","F5",510.596,"drug","2","b",-4.05335405335405
"47","G5",555.088,"drug","2","b",-3.79435379435379
"48","H5",635.1736,"drug","2","b",-3.32815332815333
"49","I5",982.2112,"drug","2","b",-1.30795130795131
"50","J5",475.0024,"drug","2","b",-4.26055426055426
"51","K5",973.3128,"drug","2","b",-1.35975135975136
"52","L5",412.7136,"drug","2","b",-4.62315462315462
"53","M5",1026.7032,"drug","2","b",-1.04895104895105
"54","N5",830.9384,"drug","2","b",-2.18855218855219
"55","O5",857.6336,"drug","2","b",-2.03315203315203
"56","P5",1720.7784,"drug","2","b",2.99145299145299
"57","A6",1391.5376,"drug","2","b",1.07485107485108
"58","B6",1177.976,"drug","2","b",-0.168350168350168
"59","C6",1071.1952,"drug","2","b",-0.789950789950789
"60","D6",483.9008,"drug","2","b",-4.20875420875421
"61","E6",1053.3984,"drug","2","b",-0.893550893550893
"62","F6",1240.2648,"drug","2","b",0.194250194250194
"63","G6",1008.9064,"drug","2","b",-1.15255115255115
"64","H6",733.056,"drug","2","b",-2.75835275835276
"65","I6",581.7832,"drug","2","b",-3.63895363895364
"66","J6",475.0024,"drug","2","b",-4.26055426055426
