"well","value","type","plate","replicate","pct_effect"
"1","J1",1281.9986,"0.2ng/ml IL15","2","a",1.51491241912577
"2","K1",17820.5218,"10ng/ml IL15","2","a",102.761559097365
"3","M1",1632.5658,"0.2ng/ml IL15","2","a",3.66103834622061
"4","N1",18171.089,"10ng/ml IL15","2","a",104.90768502446
"5","J2",725.2154,"0.2ng/ml IL15","2","a",-1.89364052390721
"6","K2",17748.3462,"10ng/ml IL15","2","a",102.319709641786
"7","M2",498.3778,"0.2ng/ml IL15","2","a",-3.28231024143917
"8","N2",15737.7402,"10ng/ml IL15","2","a",90.0110462363895
"9","A3",4282.4414,"drug","2","a",19.8832255010257
"10","B3",745.837,"drug","2","a",-1.7673978223134
"11","C3",1199.5122,"drug","2","a",1.00994161275051
"12","D3",745.837,"drug","2","a",-1.7673978223134
"13","E3",1302.6202,"drug","2","a",1.64115512071958
"14","F3",1230.4446,"drug","2","a",1.19930566514123
"15","G3",1137.6474,"drug","2","a",0.63121350796907
"16","H3",653.0398,"drug","2","a",-2.33548997948556
"17","I3",1075.7826,"drug","2","a",0.252485403187628
"18","J3",580.8642,"drug","2","a",-2.77733943506391
"19","K3",952.053,"drug","2","a",-0.504970806375257
"20","L3",477.7562,"drug","2","a",-3.40855294303298
"21","M3",776.7694,"drug","2","a",-1.57803376992268
"22","N3",869.5666,"drug","2","a",-1.00994161275051
"23","O3",508.6886,"drug","2","a",-3.21918889064226
"24","P3",4272.1306,"drug","2","a",19.8201041502288
"25","A4",1065.4718,"drug","2","a",0.189364052390721
"26","B4",910.8098,"drug","2","a",-0.757456209562885
"27","C4",467.4454,"drug","2","a",-3.47167429382989
"28","D4",735.5262,"drug","2","a",-1.83051917311031
"29","E4",488.067,"drug","2","a",-3.34543159223607
"30","F4",539.621,"drug","2","a",-3.02982483825154
"31","G4",467.4454,"drug","2","a",-3.47167429382989
"32","H4",436.513,"drug","2","a",-3.66103834622061
"33","I4",343.7158,"drug","2","a",-4.22913050339277
"34","J4",158.1214,"drug","2","a",-5.3653148177371
"35","K4",-202.7566,"drug","2","a",-7.57456209562885
"36","L4",921.1206,"drug","2","a",-0.694334858765979
"37","M4",1075.7826,"drug","2","a",0.252485403187628
"38","N4",1055.161,"drug","2","a",0.126242701593814
"39","O4",1137.6474,"drug","2","a",0.63121350796907
"40","P4",982.9854,"drug","2","a",-0.315606753984536
"41","A5",1642.8766,"drug","2","a",3.72415969701752
"42","B5",508.6886,"drug","2","a",-3.21918889064226
"43","C5",302.4726,"drug","2","a",-4.4816159065804
"44","D5",508.6886,"drug","2","a",-3.21918889064226
"45","E5",529.3102,"drug","2","a",-3.09294618904845
"46","F5",952.053,"drug","2","a",-0.504970806375257
"47","G5",498.3778,"drug","2","a",-3.28231024143917
"48","H5",261.2294,"drug","2","a",-4.73410130976803
"49","I5",735.5262,"drug","2","a",-1.83051917311031
"50","J5",611.7966,"drug","2","a",-2.58797538267319
"51","K5",622.1074,"drug","2","a",-2.52485403187628
"52","L5",240.6078,"drug","2","a",-4.86034401136184
"53","M5",44.7026,"drug","2","a",-6.05964967650308
"54","N5",488.067,"drug","2","a",-3.34543159223607
"55","O5",622.1074,"drug","2","a",-2.52485403187628
"56","P5",1055.161,"drug","2","a",0.126242701593814
"57","A6",1147.9582,"drug","2","a",0.694334858765977
"58","B6",848.945,"drug","2","a",-1.13618431434433
"59","C6",601.4858,"drug","2","a",-2.6510967334701
"60","D6",488.067,"drug","2","a",-3.34543159223607
"61","E6",240.6078,"drug","2","a",-4.86034401136184
"62","F6",436.513,"drug","2","a",-3.66103834622061
"63","G6",900.499,"drug","2","a",-0.820577560359792
"64","H6",8643.9098,"drug","2","a",46.5835568881174
"65","I6",137.4998,"drug","2","a",-5.49155751933091
"66","J6",993.2962,"drug","2","a",-0.252485403187629
"67","K6",818.0126,"drug","2","a",-1.32554836673505
"68","L6",807.7018,"drug","2","a",-1.38866971753196
"69","M6",776.7694,"drug","2","a",-1.57803376992268
"70","N6",766.4586,"drug","2","a",-1.64115512071958
"71","O6",776.7694,"drug","2","a",-1.57803376992268
"72","P6",1766.6062,"drug","2","a",4.4816159065804
"73","A7",1488.2146,"drug","2","a",2.77733943506391
"74","B7",436.513,"drug","2","a",-3.66103834622061
"75","C7",13.7702,"drug","2","a",-6.2490137288938
"76","D7",219.9862,"drug","2","a",-4.98658671295566
"77","E7",395.2698,"drug","2","a",-3.91352374940824
"78","F7",457.1346,"drug","2","a",-3.5347956446268
"79","G7",446.8238,"drug","2","a",-3.5979169954237
"80","H7",776.7694,"drug","2","a",-1.57803376992268
"81","I7",1189.2014,"drug","2","a",0.946820261953605
"82","J7",1508.8362,"drug","2","a",2.90358213665772
"83","K7",415.8914,"drug","2","a",-3.78728104781442
"84","L7",3436.9558,"drug","2","a",14.7072747356793
"85","M7",714.9046,"drug","2","a",-1.95676187470412
"86","N7",1807.8494,"drug","2","a",4.73410130976803
"87","O7",797.391,"drug","2","a",-1.45179106832886
